Booking date,Batch Name,Destination,Lead time Value,Event Type Value,Nights,NvcrAccountName,NvcrPrimarySupplier
9-Oct-18,RM_GVA_UK,GVA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_ZRH_ES,ZRH,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_PRG_ES,PRG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_PRG_UK,PRG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_PRG_UKTR,PRG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_BUD_ES,BUD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BUD_UK,BUD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BUD_UKTR,BUD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_AAZ_UK,AAZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,,
9-Oct-18,RM_AAZ_UKTR,AAZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
9-Oct-18,RM_SZG_DE,SZG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_VIE_ES,VIE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_VIE_UKTR,VIE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_BER_DE,BER,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BER_ES,BER,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BER_UK,BER,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BER_UKTR,BER,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_CGN_DE,CGN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_DUS_UK,DUS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_FRA_DE,FRA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_FRA_ES,FRA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_HAM_DE,HAM,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_MUC_ES,MUC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_STR_DE,STR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
9-Oct-18,RM_AND_ES,AND,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_AND_UKTR,AND,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
9-Oct-18,RM_BCN_ES,BCN,Early Booking(+180)/Free Event(24022019-27022019)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BCN_UK,BCN,Early Booking(+180)/Free Event(24022019-27022019)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_BCN_UKTR,BCN,Early Booking(+180)/Free Event(24022019-27022019)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_PIR_ES,PIR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_PIR_UKTR,PIR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
9-Oct-18,RM_ROE_ES,ROE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_ROE_UK,ROE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_ROE_UKTR,ROE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,LM_RM_ROE_UK,ROE,Immediate Arrivals(+3) ,Free,3,,
9-Oct-18,RM_MIL_ES,MIL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_MIL_UKTR,MIL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
9-Oct-18,LM_RM_MIL_UK,MIL,Immediate Arrivals(+3) ,Free,2,,
9-Oct-18,RM_VCE_ES,VCE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_VCE_UK,VCE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_VCE_UKTR,VCE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
9-Oct-18,LM_RM_VCE_UK,VCE,Immediate Arrivals(+3) ,Free,2,,
9-Oct-18,RM_FAO_ES,FAO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,7,,
9-Oct-18,RM_FAO_UK,FAO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,7,,
9-Oct-18,RM_FAO_UKTR,FAO,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
9-Oct-18,LM_RM_LIS_UKTR,LIS,Immediate Arrivals(+3) ,Free,3,REVTRUK,Hotelbeds
9-Oct-18,RM_ALC_ES,ALC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_ALC_UKTR,ALC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_BEN_ES,BEN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,5,,
9-Oct-18,RM_BEN_UKTR,BEN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,5,REVTRUK,Hotelbeds
9-Oct-18,RM_LLM_ES,LLM,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
9-Oct-18,RM_LLM_UKTR,LLM,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Short Term(+30) ,Fixed/Free/Fixed/Fixed,4,REVTRUK,Hotelbeds
9-Oct-18,RM_SAL_UK,SAL,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
9-Oct-18,RM_SAL_UKTR,SAL,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Short Term(+30) ,Fixed/Free/Fixed/Fixed,4,REVTRUK,Hotelbeds
9-Oct-18,RM_STS_ES,STS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
9-Oct-18,RM_STS_UKTR,STS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
9-Oct-18,RM_VLC_ES,VLC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_VLC_UKTR,VLC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
9-Oct-18,RM_AGP_ES,AGP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,5,,
9-Oct-18,RM_AGP_UKTR,AGP,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,5,REVTRUK,Hotelbeds
9-Oct-18,RM_AGP_UK,AGP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,5,,
9-Oct-18,RM_MAD_ES,MAD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
9-Oct-18,RM_MAD_UKTR,MAD,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_MTN_US,MTN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_MEM_US,MEM,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_MSP_US,MSP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_NSV_US,NSV,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_PHL_US,PHL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_QC_US,QC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_VA_US,VA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_AUS_US,AUS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_DEN_US,DEN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_MAU_US,MAU,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,5,,
10-Oct-18,RM_PDX_US,PDX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_CLE_US,CLE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_DAB_US,DAB,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_FOM_US,FOM,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_JAX_US,JAX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_PBI_US,PBI,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SAV_US,SAV,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_TPA_US,TPA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SON_US,SON,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_PSP_US,PSP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SAJ_US,SAJ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_PEK_UK,PEK,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_CN1_UK,CN1,Early Booking(+180)/Free Event(16102018-18102018)/Free Event(24102018-26102018)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Free/Fixed/Fixed,2,,
10-Oct-18,RM_PVG_UK,PVG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_TPE_HK,TPE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_TPE_UK,TPE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_AVN_ES,AVN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_BIQ_ES,BIQ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_BOD_ES,BOD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_CAN_UK,CAN,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_CAN_UKTR,CAN,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_CHX_UKTR,CHX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_TRP_ES,TRP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_LDE_ES,LDE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_LYS_ES,LYS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_MRS_ES,MRS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_MPL_ES,MPL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_NAN_ES,NAN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_NCE_UKTR,NCE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_NCE_UK,NCE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_SXB_ES,SXB,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_TLS_ES,TLS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_TUF_ES,TUF,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,LM_RM_BCN_UKTR,BCN,Immediate Arrivals(+3) ,Free,3,REVTRUK,Hotelbeds
10-Oct-18,RM_FLR_ES,FLR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_FLR_UKTR,FLR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_DBV_UK,DBV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_DBV_UKTR,DBV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_PUY_UK,PUY,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,,
10-Oct-18,RM_PUY_UKTR,PUY,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,REVTRUK,Hotelbeds
10-Oct-18,RM_SPU_UK,SPU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_SPU_UKTR,SPU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_CNG_UK,CNG,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_CFU_UK,CFU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_CFU_UKTR,CFU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_HLK_UK,HLK,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_HLK_UKTR,HLK,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_ION_UKTR,ION,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_MKS_UK,MKS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_MKS_UKTR,MKS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_PEL_UK,PEL,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SKI_UK,SKI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_SKI_UKTR,SKI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_THS_UK,THS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_THS_UKTR,THS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,REVTRUK,Hotelbeds
10-Oct-18,RM_ZTE_UK,ZTE,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_ZTE_UKTR,ZTE,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_LIS_ES,LIS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LIS_UKTR,LIS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_OPO_ES,OPO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_OPO_UKTR,OPO,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_PA_UKTR,PA,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_KSS_UK,KSS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_RNP_UK,RNP,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_RNP_UKTR,RNP,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_NAP_UK,NAP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_NAP_UKTR,NAP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_NSR_ES,NSR,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,,
10-Oct-18,RM_SIC_ES,SIC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LEI_ES,LEI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_LEI_UKTR,LEI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_OVD_ES,OVD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_OVD_UKTR,OVD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_LUZ_ES,LUZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LUZ_UKTR,LUZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_GRX_UK,GRX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_GRX_UKTR,GRX,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_MAL_ES,MAL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_MAL_UKTR,MAL,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_SVQ_ES,SVQ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SVQ_UKTR,SVQ,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_ANK_ES,ANK,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_AYT_UK,AYT,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_AYT_UKTR,AYT,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_BJV_UK,BJV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_BJV_UKTR,BJV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
